Mod:Item:MetaData, Localized Name
ProjectZulu|Core:PZCustomPotion:17127, Haste Potion of Prolonged Fortification II
ProjectZulu|Core:PZCustomPotion:17383, Haste Potion of Continuous Fortification II
ProjectZulu|Core:PZCustomPotion:16439, Haste Potion III
ProjectZulu|Core:PZCustomPotion:16695, Extended Haste Potion III
ProjectZulu|Core:PZCustomPotion:16951, Prolonged Haste Potion III
ProjectZulu|Core:PZCustomPotion:17207, Continuous Haste Potion III
ProjectZulu|Core:PZCustomPotion:16503, Thickened Haste Potion III
ProjectZulu|Core:PZCustomPotion:16759, Haste Potion of Extended Thickness III
ProjectZulu|Core:PZCustomPotion:17015, Haste Potion of Prolonged Thickness III
ProjectZulu|Core:PZCustomPotion:17271, Haste Potion of Continuous Thickness III
ProjectZulu|Core:PZCustomPotion:16567, Strengthened Haste Potion III
ProjectZulu|Core:PZCustomPotion:16823, Haste Potion of Extended Strength III
ProjectZulu|Core:PZCustomPotion:17079, Haste Potion of Prolonged Strength III
ProjectZulu|Core:PZCustomPotion:17335, Haste Potion of Continuous Strength III
ProjectZulu|Core:PZCustomPotion:16631, Fortified Haste Potion III
ProjectZulu|Core:PZCustomPotion:16887, Haste Potion of Extended Fortification III
ProjectZulu|Core:PZCustomPotion:17143, Haste Potion of Prolonged Fortification III
ProjectZulu|Core:PZCustomPotion:17399, Haste Potion of Continuous Fortification III
ProjectZulu|Core:PZCustomPotion:8, Fatique Potion
ProjectZulu|Core:PZCustomPotion:264, Extended Fatique Potion
ProjectZulu|Core:PZCustomPotion:520, Prolonged Fatique Potion
ProjectZulu|Core:PZCustomPotion:776, Continuous Fatique Potion
ProjectZulu|Core:PZCustomPotion:72, Thickened Fatique Potion
ProjectZulu|Core:PZCustomPotion:328, Fatique Potion of Extended Thickness
ProjectZulu|Core:PZCustomPotion:584, Fatique Potion of Prolonged Thickness
ProjectZulu|Core:PZCustomPotion:840, Fatique Potion of Continuous Thickness
ProjectZulu|Core:PZCustomPotion:136, Strengthened Fatique Potion
ProjectZulu|Core:PZCustomPotion:392, Fatique Potion of Extended Strength
ProjectZulu|Core:PZCustomPotion:648, Fatique Potion of Prolonged Strength
ProjectZulu|Core:PZCustomPotion:904, Fatique Potion of Continuous Strength
ProjectZulu|Core:PZCustomPotion:200, Fortified Fatique Potion
ProjectZulu|Core:PZCustomPotion:456, Fatique Potion of Extended Fortification
ProjectZulu|Core:PZCustomPotion:712, Fatique Potion of Prolonged Fortification
ProjectZulu|Core:PZCustomPotion:968, Fatique Potion of Continuous Fortification
ProjectZulu|Core:PZCustomPotion:24, Fatique Potion I
ProjectZulu|Core:PZCustomPotion:280, Extended Fatique Potion I
ProjectZulu|Core:PZCustomPotion:536, Prolonged Fatique Potion I
ProjectZulu|Core:PZCustomPotion:792, Continuous Fatique Potion I
ProjectZulu|Core:PZCustomPotion:88, Thickened Fatique Potion I
ProjectZulu|Core:PZCustomPotion:344, Fatique Potion of Extended Thickness I
ProjectZulu|Core:PZCustomPotion:600, Fatique Potion of Prolonged Thickness I
ProjectZulu|Core:PZCustomPotion:856, Fatique Potion of Continuous Thickness I
ProjectZulu|Core:PZCustomPotion:152, Strengthened Fatique Potion I
ProjectZulu|Core:PZCustomPotion:408, Fatique Potion of Extended Strength I
ProjectZulu|Core:PZCustomPotion:664, Fatique Potion of Prolonged Strength I
ProjectZulu|Core:PZCustomPotion:920, Fatique Potion of Continuous Strength I
ProjectZulu|Core:PZCustomPotion:216, Fortified Fatique Potion I
ProjectZulu|Core:PZCustomPotion:472, Fatique Potion of Extended Fortification I
ProjectZulu|Core:PZCustomPotion:728, Fatique Potion of Prolonged Fortification I
ProjectZulu|Core:PZCustomPotion:984, Fatique Potion of Continuous Fortification I
ProjectZulu|Core:PZCustomPotion:40, Fatique Potion II
ProjectZulu|Core:PZCustomPotion:296, Extended Fatique Potion II
ProjectZulu|Core:PZCustomPotion:552, Prolonged Fatique Potion II
ProjectZulu|Core:PZCustomPotion:808, Continuous Fatique Potion II
ProjectZulu|Core:PZCustomPotion:104, Thickened Fatique Potion II
ProjectZulu|Core:PZCustomPotion:360, Fatique Potion of Extended Thickness II
ProjectZulu|Core:PZCustomPotion:616, Fatique Potion of Prolonged Thickness II
ProjectZulu|Core:PZCustomPotion:872, Fatique Potion of Continuous Thickness II
ProjectZulu|Core:PZCustomPotion:168, Strengthened Fatique Potion II
ProjectZulu|Core:PZCustomPotion:424, Fatique Potion of Extended Strength II
ProjectZulu|Core:PZCustomPotion:680, Fatique Potion of Prolonged Strength II
ProjectZulu|Core:PZCustomPotion:936, Fatique Potion of Continuous Strength II
ProjectZulu|Core:PZCustomPotion:232, Fortified Fatique Potion II
ProjectZulu|Core:PZCustomPotion:488, Fatique Potion of Extended Fortification II
ProjectZulu|Core:PZCustomPotion:744, Fatique Potion of Prolonged Fortification II
ProjectZulu|Core:PZCustomPotion:1000, Fatique Potion of Continuous Fortification II
ProjectZulu|Core:PZCustomPotion:56, Fatique Potion III
ProjectZulu|Core:PZCustomPotion:312, Extended Fatique Potion III
ProjectZulu|Core:PZCustomPotion:568, Prolonged Fatique Potion III
ProjectZulu|Core:PZCustomPotion:824, Continuous Fatique Potion III
ProjectZulu|Core:PZCustomPotion:120, Thickened Fatique Potion III
ProjectZulu|Core:PZCustomPotion:376, Fatique Potion of Extended Thickness III
ProjectZulu|Core:PZCustomPotion:632, Fatique Potion of Prolonged Thickness III
ProjectZulu|Core:PZCustomPotion:888, Fatique Potion of Continuous Thickness III
ProjectZulu|Core:PZCustomPotion:184, Strengthened Fatique Potion III
ProjectZulu|Core:PZCustomPotion:440, Fatique Potion of Extended Strength III
ProjectZulu|Core:PZCustomPotion:696, Fatique Potion of Prolonged Strength III
ProjectZulu|Core:PZCustomPotion:952, Fatique Potion of Continuous Strength III
ProjectZulu|Core:PZCustomPotion:248, Fortified Fatique Potion III
ProjectZulu|Core:PZCustomPotion:504, Fatique Potion of Extended Fortification III
ProjectZulu|Core:PZCustomPotion:760, Fatique Potion of Prolonged Fortification III
ProjectZulu|Core:PZCustomPotion:1016, Fatique Potion of Continuous Fortification III
ProjectZulu|Core:PZCustomPotion:16392, Fatique Potion
ProjectZulu|Core:PZCustomPotion:16648, Extended Fatique Potion
ProjectZulu|Core:PZCustomPotion:16904, Prolonged Fatique Potion
ProjectZulu|Core:PZCustomPotion:17160, Continuous Fatique Potion
ProjectZulu|Core:PZCustomPotion:16456, Thickened Fatique Potion
ProjectZulu|Core:PZCustomPotion:16712, Fatique Potion of Extended Thickness
ProjectZulu|Core:PZCustomPotion:16968, Fatique Potion of Prolonged Thickness
ProjectZulu|Core:PZCustomPotion:17224, Fatique Potion of Continuous Thickness
ProjectZulu|Core:PZCustomPotion:16520, Strengthened Fatique Potion
ProjectZulu|Core:PZCustomPotion:16776, Fatique Potion of Extended Strength
ProjectZulu|Core:PZCustomPotion:17032, Fatique Potion of Prolonged Strength
ProjectZulu|Core:PZCustomPotion:17288, Fatique Potion of Continuous Strength
ProjectZulu|Core:PZCustomPotion:16584, Fortified Fatique Potion
ProjectZulu|Core:PZCustomPotion:16840, Fatique Potion of Extended Fortification
ProjectZulu|Core:PZCustomPotion:17096, Fatique Potion of Prolonged Fortification
ProjectZulu|Core:PZCustomPotion:17352, Fatique Potion of Continuous Fortification
ProjectZulu|Core:PZCustomPotion:16408, Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16664, Extended Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16920, Prolonged Fatique Potion I
ProjectZulu|Core:PZCustomPotion:17176, Continuous Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16472, Thickened Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16728, Fatique Potion of Extended Thickness I
ProjectZulu|Core:PZCustomPotion:16984, Fatique Potion of Prolonged Thickness I
ProjectZulu|Core:PZCustomPotion:17240, Fatique Potion of Continuous Thickness I
ProjectZulu|Core:PZCustomPotion:16536, Strengthened Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16792, Fatique Potion of Extended Strength I
ProjectZulu|Core:PZCustomPotion:17048, Fatique Potion of Prolonged Strength I
ProjectZulu|Core:PZCustomPotion:17304, Fatique Potion of Continuous Strength I
ProjectZulu|Core:PZCustomPotion:16600, Fortified Fatique Potion I
ProjectZulu|Core:PZCustomPotion:16856, Fatique Potion of Extended Fortification I
ProjectZulu|Core:PZCustomPotion:17112, Fatique Potion of Prolonged Fortification I
ProjectZulu|Core:PZCustomPotion:17368, Fatique Potion of Continuous Fortification I
ProjectZulu|Core:PZCustomPotion:16424, Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16680, Extended Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16936, Prolonged Fatique Potion II
ProjectZulu|Core:PZCustomPotion:17192, Continuous Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16488, Thickened Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16744, Fatique Potion of Extended Thickness II
ProjectZulu|Core:PZCustomPotion:17000, Fatique Potion of Prolonged Thickness II
ProjectZulu|Core:PZCustomPotion:17256, Fatique Potion of Continuous Thickness II
ProjectZulu|Core:PZCustomPotion:16552, Strengthened Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16808, Fatique Potion of Extended Strength II
ProjectZulu|Core:PZCustomPotion:17064, Fatique Potion of Prolonged Strength II
ProjectZulu|Core:PZCustomPotion:17320, Fatique Potion of Continuous Strength II
ProjectZulu|Core:PZCustomPotion:16616, Fortified Fatique Potion II
ProjectZulu|Core:PZCustomPotion:16872, Fatique Potion of Extended Fortification II
ProjectZulu|Core:PZCustomPotion:17128, Fatique Potion of Prolonged Fortification II
ProjectZulu|Core:PZCustomPotion:17384, Fatique Potion of Continuous Fortification II
ProjectZulu|Core:PZCustomPotion:16440, Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16696, Extended Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16952, Prolonged Fatique Potion III
ProjectZulu|Core:PZCustomPotion:17208, Continuous Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16504, Thickened Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16760, Fatique Potion of Extended Thickness III
ProjectZulu|Core:PZCustomPotion:17016, Fatique Potion of Prolonged Thickness III
ProjectZulu|Core:PZCustomPotion:17272, Fatique Potion of Continuous Thickness III
ProjectZulu|Core:PZCustomPotion:16568, Strengthened Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16824, Fatique Potion of Extended Strength III
ProjectZulu|Core:PZCustomPotion:17080, Fatique Potion of Prolonged Strength III
ProjectZulu|Core:PZCustomPotion:17336, Fatique Potion of Continuous Strength III
ProjectZulu|Core:PZCustomPotion:16632, Fortified Fatique Potion III
ProjectZulu|Core:PZCustomPotion:16888, Fatique Potion of Extended Fortification III
ProjectZulu|Core:PZCustomPotion:17144, Fatique Potion of Prolonged Fortification III
ProjectZulu|Core:PZCustomPotion:17400, Fatique Potion of Continuous Fortification III
ProjectZulu|Core:PZCustomPotion:9, Resistance Potion
ProjectZulu|Core:PZCustomPotion:265, Extended Resistance Potion
ProjectZulu|Core:PZCustomPotion:521, Prolonged Resistance Potion
ProjectZulu|Core:PZCustomPotion:777, Continuous Resistance Potion
ProjectZulu|Core:PZCustomPotion:73, Thickened Resistance Potion
ProjectZulu|Core:PZCustomPotion:329, Resistance Potion of Extended Thickness
ProjectZulu|Core:PZCustomPotion:585, Resistance Potion of Prolonged Thickness
ProjectZulu|Core:PZCustomPotion:841, Resistance Potion of Continuous Thickness
ProjectZulu|Core:PZCustomPotion:137, Strengthened Resistance Potion
ProjectZulu|Core:PZCustomPotion:393, Resistance Potion of Extended Strength
ProjectZulu|Core:PZCustomPotion:649, Resistance Potion of Prolonged Strength
ProjectZulu|Core:PZCustomPotion:905, Resistance Potion of Continuous Strength
ProjectZulu|Core:PZCustomPotion:201, Fortified Resistance Potion
ProjectZulu|Core:PZCustomPotion:457, Resistance Potion of Extended Fortification
ProjectZulu|Core:PZCustomPotion:713, Resistance Potion of Prolonged Fortification
ProjectZulu|Core:PZCustomPotion:969, Resistance Potion of Continuous Fortification
ProjectZulu|Core:PZCustomPotion:25, Resistance Potion I
ProjectZulu|Core:PZCustomPotion:281, Extended Resistance Potion I
ProjectZulu|Core:PZCustomPotion:537, Prolonged Resistance Potion I
ProjectZulu|Core:PZCustomPotion:793, Continuous Resistance Potion I
ProjectZulu|Core:PZCustomPotion:89, Thickened Resistance Potion I
ProjectZulu|Core:PZCustomPotion:345, Resistance Potion of Extended Thickness I
ProjectZulu|Core:PZCustomPotion:601, Resistance Potion of Prolonged Thickness I
ProjectZulu|Core:PZCustomPotion:857, Resistance Potion of Continuous Thickness I
ProjectZulu|Core:PZCustomPotion:153, Strengthened Resistance Potion I
ProjectZulu|Core:PZCustomPotion:409, Resistance Potion of Extended Strength I
ProjectZulu|Core:PZCustomPotion:665, Resistance Potion of Prolonged Strength I
ProjectZulu|Core:PZCustomPotion:921, Resistance Potion of Continuous Strength I
ProjectZulu|Core:PZCustomPotion:217, Fortified Resistance Potion I
ProjectZulu|Core:PZCustomPotion:473, Resistance Potion of Extended Fortification I
ProjectZulu|Core:PZCustomPotion:729, Resistance Potion of Prolonged Fortification I
ProjectZulu|Core:PZCustomPotion:985, Resistance Potion of Continuous Fortification I
ProjectZulu|Core:PZCustomPotion:41, Resistance Potion II
ProjectZulu|Core:PZCustomPotion:297, Extended Resistance Potion II
ProjectZulu|Core:PZCustomPotion:553, Prolonged Resistance Potion II
ProjectZulu|Core:PZCustomPotion:809, Continuous Resistance Potion II
ProjectZulu|Core:PZCustomPotion:105, Thickened Resistance Potion II
ProjectZulu|Core:PZCustomPotion:361, Resistance Potion of Extended Thickness II
ProjectZulu|Core:PZCustomPotion:617, Resistance Potion of Prolonged Thickness II
ProjectZulu|Core:PZCustomPotion:873, Resistance Potion of Continuous Thickness II
ProjectZulu|Core:PZCustomPotion:169, Strengthened Resistance Potion II
ProjectZulu|Core:PZCustomPotion:425, Resistance Potion of Extended Strength II
ProjectZulu|Core:PZCustomPotion:681, Resistance Potion of Prolonged Strength II
ProjectZulu|Core:PZCustomPotion:937, Resistance Potion of Continuous Strength II
ProjectZulu|Core:PZCustomPotion:233, Fortified Resistance Potion II
ProjectZulu|Core:PZCustomPotion:489, Resistance Potion of Extended Fortification II
ProjectZulu|Core:PZCustomPotion:745, Resistance Potion of Prolonged Fortification II
ProjectZulu|Core:PZCustomPotion:1001, Resistance Potion of Continuous Fortification II
ProjectZulu|Core:PZCustomPotion:57, Resistance Potion III
ProjectZulu|Core:PZCustomPotion:313, Extended Resistance Potion III
ProjectZulu|Core:PZCustomPotion:569, Prolonged Resistance Potion III
ProjectZulu|Core:PZCustomPotion:825, Continuous Resistance Potion III
ProjectZulu|Core:PZCustomPotion:121, Thickened Resistance Potion III
ProjectZulu|Core:PZCustomPotion:377, Resistance Potion of Extended Thickness III
ProjectZulu|Core:PZCustomPotion:633, Resistance Potion of Prolonged Thickness III
ProjectZulu|Core:PZCustomPotion:889, Resistance Potion of Continuous Thickness III
ProjectZulu|Core:PZCustomPotion:185, Strengthened Resistance Potion III
ProjectZulu|Core:PZCustomPotion:441, Resistance Potion of Extended Strength III
ProjectZulu|Core:PZCustomPotion:697, Resistance Potion of Prolonged Strength III
ProjectZulu|Core:PZCustomPotion:953, Resistance Potion of Continuous Strength III
ProjectZulu|Core:PZCustomPotion:249, Fortified Resistance Potion III
ProjectZulu|Core:PZCustomPotion:505, Resistance Potion of Extended Fortification III
ProjectZulu|Core:PZCustomPotion:761, Resistance Potion of Prolonged Fortification III
ProjectZulu|Core:PZCustomPotion:1017, Resistance Potion of Continuous Fortification III
ProjectZulu|Core:PZCustomPotion:16393, Resistance Potion
ProjectZulu|Core:PZCustomPotion:16649, Extended Resistance Potion
ProjectZulu|Core:PZCustomPotion:16905, Prolonged Resistance Potion
ProjectZulu|Core:PZCustomPotion:17161, Continuous Resistance Potion
ProjectZulu|Core:PZCustomPotion:16457, Thickened Resistance Potion
ProjectZulu|Core:PZCustomPotion:16713, Resistance Potion of Extended Thickness
ProjectZulu|Core:PZCustomPotion:16969, Resistance Potion of Prolonged Thickness
ProjectZulu|Core:PZCustomPotion:17225, Resistance Potion of Continuous Thickness
ProjectZulu|Core:PZCustomPotion:16521, Strengthened Resistance Potion
ProjectZulu|Core:PZCustomPotion:16777, Resistance Potion of Extended Strength
ProjectZulu|Core:PZCustomPotion:17033, Resistance Potion of Prolonged Strength
ProjectZulu|Core:PZCustomPotion:17289, Resistance Potion of Continuous Strength
ProjectZulu|Core:PZCustomPotion:16585, Fortified Resistance Potion
ProjectZulu|Core:PZCustomPotion:16841, Resistance Potion of Extended Fortification
ProjectZulu|Core:PZCustomPotion:17097, Resistance Potion of Prolonged Fortification
ProjectZulu|Core:PZCustomPotion:17353, Resistance Potion of Continuous Fortification
ProjectZulu|Core:PZCustomPotion:16409, Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16665, Extended Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16921, Prolonged Resistance Potion I
ProjectZulu|Core:PZCustomPotion:17177, Continuous Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16473, Thickened Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16729, Resistance Potion of Extended Thickness I
ProjectZulu|Core:PZCustomPotion:16985, Resistance Potion of Prolonged Thickness I
ProjectZulu|Core:PZCustomPotion:17241, Resistance Potion of Continuous Thickness I
ProjectZulu|Core:PZCustomPotion:16537, Strengthened Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16793, Resistance Potion of Extended Strength I
ProjectZulu|Core:PZCustomPotion:17049, Resistance Potion of Prolonged Strength I
ProjectZulu|Core:PZCustomPotion:17305, Resistance Potion of Continuous Strength I
ProjectZulu|Core:PZCustomPotion:16601, Fortified Resistance Potion I
ProjectZulu|Core:PZCustomPotion:16857, Resistance Potion of Extended Fortification I
ProjectZulu|Core:PZCustomPotion:17113, Resistance Potion of Prolonged Fortification I
ProjectZulu|Core:PZCustomPotion:17369, Resistance Potion of Continuous Fortification I
ProjectZulu|Core:PZCustomPotion:16425, Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16681, Extended Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16937, Prolonged Resistance Potion II
ProjectZulu|Core:PZCustomPotion:17193, Continuous Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16489, Thickened Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16745, Resistance Potion of Extended Thickness II
ProjectZulu|Core:PZCustomPotion:17001, Resistance Potion of Prolonged Thickness II
ProjectZulu|Core:PZCustomPotion:17257, Resistance Potion of Continuous Thickness II
ProjectZulu|Core:PZCustomPotion:16553, Strengthened Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16809, Resistance Potion of Extended Strength II
ProjectZulu|Core:PZCustomPotion:17065, Resistance Potion of Prolonged Strength II
ProjectZulu|Core:PZCustomPotion:17321, Resistance Potion of Continuous Strength II
ProjectZulu|Core:PZCustomPotion:16617, Fortified Resistance Potion II
ProjectZulu|Core:PZCustomPotion:16873, Resistance Potion of Extended Fortification II
ProjectZulu|Core:PZCustomPotion:17129, Resistance Potion of Prolonged Fortification II
ProjectZulu|Core:PZCustomPotion:17385, Resistance Potion of Continuous Fortification II
ProjectZulu|Core:PZCustomPotion:16441, Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16697, Extended Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16953, Prolonged Resistance Potion III
ProjectZulu|Core:PZCustomPotion:17209, Continuous Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16505, Thickened Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16761, Resistance Potion of Extended Thickness III
ProjectZulu|Core:PZCustomPotion:17017, Resistance Potion of Prolonged Thickness III
ProjectZulu|Core:PZCustomPotion:17273, Resistance Potion of Continuous Thickness III
ProjectZulu|Core:PZCustomPotion:16569, Strengthened Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16825, Resistance Potion of Extended Strength III
ProjectZulu|Core:PZCustomPotion:17081, Resistance Potion of Prolonged Strength III
ProjectZulu|Core:PZCustomPotion:17337, Resistance Potion of Continuous Strength III
ProjectZulu|Core:PZCustomPotion:16633, Fortified Resistance Potion III
ProjectZulu|Core:PZCustomPotion:16889, Resistance Potion of Extended Fortification III
ProjectZulu|Core:PZCustomPotion:17145, Resistance Potion of Prolonged Fortification III
ProjectZulu|Core:PZCustomPotion:17401, Resistance Potion of Continuous Fortification III
ProjectZulu|Core:PZCustomPotion:10, Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:266, Extended Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:522, Prolonged Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:778, Continuous Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:26, Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:282, Extended Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:538, Prolonged Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:794, Continuous Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:42, Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:298, Extended Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:554, Prolonged Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:810, Continuous Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:58, Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:314, Extended Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:570, Prolonged Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:826, Continuous Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:16394, Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:16650, Extended Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:16906, Prolonged Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:17162, Continuous Water Breathing Potion
ProjectZulu|Core:PZCustomPotion:16410, Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:16666, Extended Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:16922, Prolonged Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:17178, Continuous Water Breathing Potion I
ProjectZulu|Core:PZCustomPotion:16426, Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:16682, Extended Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:16938, Prolonged Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:17194, Continuous Water Breathing Potion II
ProjectZulu|Core:PZCustomPotion:16442, Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:16698, Extended Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:16954, Prolonged Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:17210, Continuous Water Breathing Potion III
ProjectZulu|Core:PZCustomPotion:11, Blindness Potion
ProjectZulu|Core:PZCustomPotion:267, Extended Blindness Potion
ProjectZulu|Core:PZCustomPotion:523, Prolonged Blindness Potion
ProjectZulu|Core:PZCustomPotion:779, Continuous Blindness Potion
ProjectZulu|Core:PZCustomPotion:27, Blindness Potion I
ProjectZulu|Core:PZCustomPotion:283, Extended Blindness Potion I
ProjectZulu|Core:PZCustomPotion:539, Prolonged Blindness Potion I
ProjectZulu|Core:PZCustomPotion:795, Continuous Blindness Potion I
ProjectZulu|Core:PZCustomPotion:43, Blindness Potion II
ProjectZulu|Core:PZCustomPotion:299, Extended Blindness Potion II
ProjectZulu|Core:PZCustomPotion:555, Prolonged Blindness Potion II
ProjectZulu|Core:PZCustomPotion:811, Continuous Blindness Potion II
ProjectZulu|Core:PZCustomPotion:59, Blindness Potion III
ProjectZulu|Core:PZCustomPotion:315, Extended Blindness Potion III
ProjectZulu|Core:PZCustomPotion:571, Prolonged Blindness Potion III
ProjectZulu|Core:PZCustomPotion:827, Continuous Blindness Potion III
ProjectZulu|Core:PZCustomPotion:16395, Blindness Potion
ProjectZulu|Core:PZCustomPotion:16651, Extended Blindness Potion
ProjectZulu|Core:PZCustomPotion:16907, Prolonged Blindness Potion
ProjectZulu|Core:PZCustomPotion:17163, Continuous Blindness Potion
ProjectZulu|Core:PZCustomPotion:16411, Blindness Potion I
ProjectZulu|Core:PZCustomPotion:16667, Extended Blindness Potion I
ProjectZulu|Core:PZCustomPotion:16923, Prolonged Blindness Potion I
ProjectZulu|Core:PZCustomPotion:17179, Continuous Blindness Potion I
ProjectZulu|Core:PZCustomPotion:16427, Blindness Potion II
ProjectZulu|Core:PZCustomPotion:16683, Extended Blindness Potion II
ProjectZulu|Core:PZCustomPotion:16939, Prolonged Blindness Potion II
ProjectZulu|Core:PZCustomPotion:17195, Continuous Blindness Potion II
ProjectZulu|Core:PZCustomPotion:16443, Blindness Potion III
ProjectZulu|Core:PZCustomPotion:16699, Extended Blindness Potion III
ProjectZulu|Core:PZCustomPotion:16955, Prolonged Blindness Potion III
ProjectZulu|Core:PZCustomPotion:17211, Continuous Blindness Potion III
ProjectZulu|Core:PZVanillaPotion:0, Strength Potion
ProjectZulu|Core:PZVanillaPotion:256, Extended Strength Potion
ProjectZulu|Core:PZVanillaPotion:512, Prolonged Strength Potion
ProjectZulu|Core:PZVanillaPotion:768, Continuous Strength Potion
ProjectZulu|Core:PZVanillaPotion:64, Thickened Strength Potion
ProjectZulu|Core:PZVanillaPotion:320, Strength Potion of Extended Thickness
ProjectZulu|Core:PZVanillaPotion:576, Strength Potion of Prolonged Thickness
ProjectZulu|Core:PZVanillaPotion:832, Strength Potion of Continuous Thickness
ProjectZulu|Core:PZVanillaPotion:128, Strengthened Strength Potion
ProjectZulu|Core:PZVanillaPotion:384, Strength Potion of Extended Strength
ProjectZulu|Core:PZVanillaPotion:640, Strength Potion of Prolonged Strength
ProjectZulu|Core:PZVanillaPotion:896, Strength Potion of Continuous Strength
ProjectZulu|Core:PZVanillaPotion:192, Fortified Strength Potion
ProjectZulu|Core:PZVanillaPotion:448, Strength Potion of Extended Fortification
ProjectZulu|Core:PZVanillaPotion:704, Strength Potion of Prolonged Fortification
ProjectZulu|Core:PZVanillaPotion:960, Strength Potion of Continuous Fortification
ProjectZulu|Core:PZVanillaPotion:16, Strength Potion I
ProjectZulu|Core:PZVanillaPotion:272, Extended Strength Potion I
ProjectZulu|Core:PZVanillaPotion:528, Prolonged Strength Potion I
ProjectZulu|Core:PZVanillaPotion:784, Continuous Strength Potion I
ProjectZulu|Core:PZVanillaPotion:80, Thickened Strength Potion I
ProjectZulu|Core:PZVanillaPotion:336, Strength Potion of Extended Thickness I
ProjectZulu|Core:PZVanillaPotion:592, Strength Potion of Prolonged Thickness I
ProjectZulu|Core:PZVanillaPotion:848, Strength Potion of Continuous Thickness I
ProjectZulu|Core:PZVanillaPotion:144, Strengthened Strength Potion I
ProjectZulu|Core:PZVanillaPotion:400, Strength Potion of Extended Strength I
ProjectZulu|Core:PZVanillaPotion:656, Strength Potion of Prolonged Strength I
ProjectZulu|Core:PZVanillaPotion:912, Strength Potion of Continuous Strength I
ProjectZulu|Core:PZVanillaPotion:208, Fortified Strength Potion I
ProjectZulu|Core:PZVanillaPotion:464, Strength Potion of Extended Fortification I
ProjectZulu|Core:PZVanillaPotion:720, Strength Potion of Prolonged Fortification I
ProjectZulu|Core:PZVanillaPotion:976, Strength Potion of Continuous Fortification I
ProjectZulu|Core:PZVanillaPotion:32, Strength Potion II
ProjectZulu|Core:PZVanillaPotion:288, Extended Strength Potion II
ProjectZulu|Core:PZVanillaPotion:544, Prolonged Strength Potion II
ProjectZulu|Core:PZVanillaPotion:800, Continuous Strength Potion II
ProjectZulu|Core:PZVanillaPotion:96, Thickened Strength Potion II
ProjectZulu|Core:PZVanillaPotion:352, Strength Potion of Extended Thickness II
